Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,48.0,28,1344.0,71.232,Online
Foot Locker,1185732,2021-06-28,Midwest,Illinois,Chicago,Men's Apparel,59.0,35,2065.0,94.99,Online
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,64.0,63,4032.0,241.92,Online
Foot Locker,1185732,2021-06-30,Midwest,Illinois,Chicago,Men's Street Footwear,46.0,135,6210.0,341.55000000000007,Online
Foot Locker,1185732,2021-07-01,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.0,63,2709.0,121.905,Online
Foot Locker,1185732,2021-07-02,Midwest,Illinois,Chicago,Women's Street Footwear,39.0,54,2106.0,94.77,Online
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,38.0,47,1786.0,94.658,Online
Foot Locker,1185732,2021-07-04,Midwest,Illinois,Chicago,Men's Apparel,46.0,51,2346.0,117.3,Online
Foot Locker,1185732,2021-07-05,Midwest,Illinois,Chicago,Women's Apparel,51.0,105,5355.0,337.365,Online
Foot Locker,1185732,2021-07-06,Midwest,Illinois,Chicago,Men's Street Footwear,47.0,161,7567.0,393.48400000000004,Online
Foot Locker,1185732,2021-07-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.0,81,3483.0,156.73499999999999,Online
Foot Locker,1185732,2021-07-08,Midwest,Illinois,Chicago,Women's Street Footwear,36.0,65,2340.0,105.3,Online
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,39.0,50,1950.0,105.3,Online
Foot Locker,1185732,2021-07-10,Midwest,Illinois,Chicago,Men's Apparel,47.0,56,2632.0,121.07199999999997,Online
Foot Locker,1185732,2021-07-11,Midwest,Illinois,Chicago,Women's Apparel,54.0,120,6480.0,395.28,Online
Foot Locker,1185732,2021-07-12,Midwest,Illinois,Chicago,Men's Street Footwear,49.0,149,7301.0,372.351,Online
Foot Locker,1185732,2021-07-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,41.0,94,3854.0,177.284,Online
Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,38.0,75,2850.0,139.65,Online
Foot Locker,1185732,2021-07-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,37.0,63,2331.0,116.55,Online
Foot Locker,1185732,2021-07-16,Midwest,Illinois,Chicago,Men's Apparel,49.0,50,2450.0,122.5,Online
Foot Locker,1185732,2021-07-17,Midwest,Illinois,Chicago,Women's Apparel,50.0,94,4700.0,305.5,Online
Foot Locker,1185732,2021-07-18,Midwest,Illinois,Chicago,Men's Street Footwear,47.0,135,6345.0,317.25,Online
Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,41.0,84,3444.0,168.756,Online
Foot Locker,1185732,2021-07-20,Midwest,Illinois,Chicago,Women's Street Footwear,36.0,60,2160.0,101.52,Online
Foot Locker,1185732,2021-07-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,36.0,44,1584.0,83.95200000000001,Online
Foot Locker,1185732,2021-07-22,Midwest,Illinois,Chicago,Men's Apparel,49.0,49,2401.0,110.44599999999998,Online
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,53.0,73,3869.0,247.61599999999999,Online
Foot Locker,1185732,2021-07-24,Midwest,Illinois,Chicago,Men's Street Footwear,56.0,115,6440.0,354.20000000000005,Online
Foot Locker,1185732,2021-07-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,49.0,75,3675.0,180.075,Online
Foot Locker,1185732,2021-07-26,Midwest,Illinois,Chicago,Women's Street Footwear,48.0,39,1872.0,84.23999999999998,Online
Foot Locker,1185732,2021-07-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,47.0,33,1551.0,79.101,Online
Foot Locker,1185732,2021-07-28,Midwest,Illinois,Chicago,Men's Apparel,56.0,33,1848.0,86.856,Online
Foot Locker,1185732,2021-07-29,Midwest,Illinois,Chicago,Women's Apparel,60.0,65,3900.0,234.0,Online
Foot Locker,1185732,2021-07-30,Midwest,Illinois,Chicago,Men's Street Footwear,55.0,112,6160.0,332.64,Online
Foot Locker,1185732,2021-07-31,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,65,2990.0,140.53,Online
Foot Locker,1185732,2021-08-01,Midwest,Illinois,Chicago,Women's Street Footwear,48.0,49,2352.0,110.54399999999998,Online
Foot Locker,1185732,2021-08-02,Midwest,Illinois,Chicago,Women's Athletic Footwear,46.0,53,2438.0,129.214,Online
Foot Locker,1185732,2021-08-03,Midwest,Illinois,Chicago,Men's Apparel,56.0,41,2296.0,114.8,Online
Foot Locker,1185732,2021-08-04,Midwest,Illinois,Chicago,Women's Apparel,61.0,65,3965.0,237.9,Online
Foot Locker,1185732,2021-08-05,Midwest,Illinois,Chicago,Men's Street Footwear,57.0,150,8550.0,470.25,Online
Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,75,3450.0,165.6,Online
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,46.0,75,3450.0,169.05,Online
Foot Locker,1185732,2021-08-08,Midwest,Illinois,Chicago,Women's Athletic Footwear,49.0,54,2646.0,140.238,Online
Foot Locker,1185732,2021-08-09,Midwest,Illinois,Chicago,Men's Apparel,59.0,58,3422.0,153.98999999999998,Online
Foot Locker,1185732,2021-08-10,Midwest,Illinois,Chicago,Women's Apparel,64.0,81,5184.0,326.592,Online
Sports Direct,1197831,2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,20.0,189,3780.0,151.2,Online
Sports Direct,1197831,2021-08-12,Midwest,Illinois,Chicago,Men's Athletic Footwear,28.0,196,5488.0,219.52000000000004,Online
Sports Direct,1197831,2021-08-13,Midwest,Illinois,Chicago,Women's Street Footwear,27.0,158,4266.0,174.906,Online
Sports Direct,1197831,2021-08-14,Midwest,Illinois,Chicago,Women's Athletic Footwear,34.0,152,5168.0,263.568,Online
Sports Direct,1197831,2021-08-15,South,Texas,Dallas,Men's Apparel,37.0,94,3478.0,121.72999999999999,Online
Sports Direct,1197831,2021-08-16,South,Texas,Dallas,Women's Apparel,33.0,147,4851.0,266.805,Online
Sports Direct,1197831,2021-08-17,South,Texas,Dallas,Men's Street Footwear,23.0,176,4048.0,174.064,Online
Sports Direct,1197831,2021-08-18,South,Texas,Dallas,Men's Athletic Footwear,32.0,163,5216.0,208.64000000000001,Online
Sports Direct,1197831,2021-08-19,South,Texas,Dallas,Women's Street Footwear,34.0,119,4046.0,173.978,Online
Sports Direct,1197831,2021-08-20,South,Texas,Dallas,Women's Athletic Footwear,32.0,128,4096.0,217.08800000000002,Online
Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Men's Apparel,38.0,75,2850.0,99.74999999999999,Online
Sports Direct,1197831,2021-08-22,South,Texas,Dallas,Women's Apparel,32.0,140,4480.0,250.88000000000002,Online
Sports Direct,1197831,2021-08-23,South,Texas,Dallas,Men's Street Footwear,29.0,182,5278.0,263.9,Online
Sports Direct,1197831,2021-08-24,South,Texas,Dallas,Men's Athletic Footwear,39.0,169,6591.0,329.55,Online
Sports Direct,1197831,2021-08-25,South,Texas,Dallas,Women's Street Footwear,28.0,145,4060.0,190.82,Online
Sports Direct,1197831,2021-08-26,South,Texas,Dallas,Women's Athletic Footwear,32.0,116,3712.0,211.584,Online
Sports Direct,1197831,2021-08-27,South,Texas,Dallas,Men's Apparel,38.0,81,3078.0,138.51,Online
Sports Direct,1197831,2021-08-28,South,Texas,Dallas,Women's Apparel,32.0,135,4320.0,272.15999999999997,Online
Sports Direct,1197831,2021-08-29,South,Texas,Dallas,Men's Street Footwear,18.0,182,3276.0,147.42,Online
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,28.0,175,4900.0,235.2,Online
Sports Direct,1197831,2021-08-31,South,Texas,Dallas,Women's Street Footwear,25.0,152,3800.0,186.2,Online
Sports Direct,1197831,2021-09-01,South,Texas,Dallas,Women's Athletic Footwear,29.0,128,3712.0,219.00800000000004,Online
Sports Direct,1197831,2021-09-02,South,Texas,Dallas,Men's Apparel,34.0,85,2890.0,115.6,Online
Sports Direct,1197831,2021-09-03,South,Texas,Dallas,Women's Apparel,29.0,156,4524.0,280.488,Online
Sports Direct,1197831,2021-09-04,South,Texas,Dallas,Men's Street Footwear,19.0,195,3705.0,185.25,Online
Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,29.0,194,5626.0,275.674,Online
Sports Direct,1197831,2021-09-06,South,Texas,Dallas,Women's Street Footwear,24.0,175,4200.0,197.4,Online
Sports Direct,1197831,2021-09-07,South,Texas,Dallas,Women's Athletic Footwear,34.0,154,5236.0,314.15999999999997,Online
Sports Direct,1197831,2021-09-08,South,Texas,Dallas,Men's Apparel,49.0,131,6419.0,288.85499999999996,Online
Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Women's Apparel,43.0,224,9632.0,626.08,Online
Sports Direct,1197831,2021-09-10,South,Texas,Dallas,Men's Street Footwear,41.0,224,9184.0,413.2799999999999,Online
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,49.0,200,9800.0,470.4,Online
Sports Direct,1197831,2021-09-12,South,Texas,Dallas,Women's Street Footwear,44.0,176,7744.0,363.96799999999996,Online
Sports Direct,1197831,2021-09-13,South,Texas,Dallas,Women's Athletic Footwear,43.0,174,7482.0,411.51000000000005,Online
Sports Direct,1197831,2021-09-14,South,Texas,Dallas,Men's Apparel,45.0,145,6525.0,280.575,Online
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,53.0,263,13939.0,878.1569999999999,Online
Sports Direct,1197831,2021-09-16,South,Texas,Dallas,Men's Street Footwear,41.0,231,9471.0,492.492,Online
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Men's Athletic Footwear,48.0,215,10320.0,557.28,Online
Sports Direct,1197831,2021-09-18,South,Texas,Dallas,Women's Street Footwear,44.0,254,11176.0,614.68,Online
Sports Direct,1197831,2021-09-19,South,Texas,Dallas,Women's Athletic Footwear,43.0,150,6450.0,393.45,Online
Sports Direct,1197831,2021-09-20,South,Texas,Dallas,Men's Apparel,47.0,167,7849.0,361.054,Online
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,54.0,255,13770.0,922.5900000000001,Online
Sports Direct,1197831,2021-09-22,South,Texas,Dallas,Men's Street Footwear,49.0,208,10192.0,519.792,Online
Sports Direct,1197831,2021-09-23,South,Texas,Dallas,Men's Athletic Footwear,53.0,208,11024.0,551.2,Online
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,46.0,273,12558.0,690.6899999999998,Online
Sports Direct,1197831,2021-09-25,South,Texas,Dallas,Women's Athletic Footwear,47.0,147,6909.0,449.08500000000004,Online
Sports Direct,1197831,2021-09-26,South,Texas,Dallas,Men's Apparel,53.0,142,7526.0,361.248,Online
Sports Direct,1197831,2021-09-27,South,Texas,Dallas,Women's Apparel,56.0,233,13048.0,913.36,Online
Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Men's Street Footwear,53.0,181,9593.0,527.615,Online
Sports Direct,1197831,2021-09-29,South,Texas,Dallas,Men's Athletic Footwear,54.0,176,9504.0,484.704,Online
Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Women's Street Footwear,59.0,203,11977.0,634.7810000000001,Online
Sports Direct,1197831,2021-10-01,South,Texas,Dallas,Women's Athletic Footwear,56.0,126,7056.0,458.64000000000004,Online
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,53.0,135,7155.0,350.59499999999997,Online
Sports Direct,1197831,2021-10-03,South,Texas,Dallas,Women's Apparel,48.0,203,9744.0,682.0800000000002,Online
Sports Direct,1197831,2021-10-04,South,Texas,Dallas,Men's Street Footwear,39.0,156,6084.0,304.2,Online
Sports Direct,1197831,2021-10-05,South,Texas,Dallas,Men's Athletic Footwear,38.0,169,6422.0,327.52200000000005,Online
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Women's Street Footwear,41.0,144,5904.0,307.008,Online
Sports Direct,1197831,2021-10-07,South,Texas,Dallas,Women's Athletic Footwear,41.0,111,4551.0,273.06,Online
Sports Direct,1197831,2021-10-08,South,Texas,Dallas,Men's Apparel,36.0,100,3600.0,161.99999999999997,Online
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Apparel,45.0,161,7245.0,507.1500000000001,Online
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,38.0,181,6878.0,378.28999999999996,Online
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Men's Athletic Footwear,37.0,218,8066.0,403.3,Online
Sports Direct,1197831,2021-10-12,South,Texas,Dallas,Women's Street Footwear,63.0,176,11088.0,609.8399999999999,Online
Sports Direct,1197831,2021-10-13,South,Texas,Dallas,Women's Athletic Footwear,59.0,145,8555.0,530.4100000000001,Online
Sports Direct,1197831,2021-10-14,South,Texas,Dallas,Men's Apparel,56.0,138,7728.0,370.944,Online
Sports Direct,1197831,2021-10-15,South,Texas,Dallas,Women's Apparel,67.0,176,11792.0,766.48,Online
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,59.0,223,13157.0,710.4780000000001,Online
Sports Direct,1197831,2021-10-17,South,Texas,Dallas,Men's Athletic Footwear,56.0,231,12936.0,672.672,Online
Sports Direct,1197831,2021-10-18,South,Texas,Dallas,Women's Street Footwear,62.0,189,11718.0,632.772,Online
Sports Direct,1197831,2021-10-19,South,Texas,Dallas,Women's Athletic Footwear,59.0,173,10207.0,632.8340000000001,Online
Sports Direct,1197831,2021-10-20,South,Texas,Dallas,Men's Apparel,58.0,158,9164.0,458.2,Online
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,65.0,233,15145.0,999.57,Online
Foot Locker,1185732,2021-10-22,South,Texas,Dallas,Men's Street Footwear,44.0,111,4884.0,341.88,Online
Foot Locker,1185732,2021-10-23,South,Texas,Dallas,Men's Athletic Footwear,41.0,68,2788.0,131.036,Online
Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Women's Street Footwear,33.0,56,1848.0,94.248,Online
Foot Locker,1185732,2021-10-25,South,Texas,Dallas,Women's Athletic Footwear,38.0,19,722.0,36.822,Online
Foot Locker,1185732,2021-10-26,Northeast,Pennsylvania,Philadelphia,Men's Apparel,54.0,36,1944.0,87.47999999999999,Online
Foot Locker,1185732,2021-10-27,Northeast,Pennsylvania,Philadelphia,Women's Apparel,43.0,61,2623.0,115.412,Online
Foot Locker,1185732,2021-10-28,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,42.0,119,4998.0,334.86600000000004,Online
Foot Locker,1185732,2021-10-29,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44.0,35,1540.0,73.91999999999999,Online
Foot Locker,1185732,2021-10-30,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,34.0,46,1564.0,81.328,Online
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39.0,13,507.0,26.363999999999997,Online
Foot Locker,1185732,2021-11-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,51.0,36,1836.0,84.45599999999999,Online
Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,44.0,68,2992.0,134.64,Online
Foot Locker,1185732,2021-11-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49.0,120,5880.0,411.6,Online
Foot Locker,1185732,2021-11-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47.0,38,1786.0,87.514,Online
Foot Locker,1185732,2021-11-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36.0,51,1836.0,99.144,Online
Foot Locker,1185732,2021-11-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.0,8,344.0,17.544,Online
Foot Locker,1185732,2021-11-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,58.0,20,1160.0,46.4,Online
Foot Locker,1185732,2021-11-08,Northeast,Pennsylvania,Philadelphia,Women's Apparel,47.0,44,2068.0,72.38,Online
Foot Locker,1185732,2021-11-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,46.0,122,5612.0,353.556,Online
Foot Locker,1185732,2021-11-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45.0,45,2025.0,85.05,Online
Foot Locker,1185732,2021-11-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38.0,38,1444.0,66.42399999999999,Online
Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,42.0,20,840.0,38.64,Online
Foot Locker,1185732,2021-11-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55.0,22,1210.0,50.82,Online
Foot Locker,1185732,2021-11-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,48.0,54,2592.0,93.312,Online
Foot Locker,1185732,2021-11-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,58.0,136,7888.0,496.94399999999996,Online
Foot Locker,1185732,2021-11-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54.0,53,2862.0,114.47999999999999,Online
Foot Locker,1185732,2021-11-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,52.0,42,2184.0,100.46399999999998,Online
Foot Locker,1185732,2021-11-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,51.0,29,1479.0,69.513,Online
Foot Locker,1185732,2021-11-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,59.0,31,1829.0,76.818,Online
Foot Locker,1185732,2021-11-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64.0,63,4032.0,181.44,Online
Foot Locker,1185732,2021-11-21,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,64.0,135,8640.0,561.6,Online
Foot Locker,1185732,2021-11-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,59.0,70,4130.0,189.98,Online
Foot Locker,1185732,2021-11-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,52.0,44,2288.0,114.4,Online
Foot Locker,1185732,2021-11-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,52.0,39,2028.0,107.48400000000001,Online
Foot Locker,1185732,2021-11-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60.0,45,2700.0,124.2,Online
Foot Locker,1185732,2021-11-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,65.0,81,5265.0,221.12999999999997,Online
Foot Locker,1185732,2021-11-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60.0,145,8700.0,582.9,Online
Foot Locker,1185732,2021-11-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55.0,90,4950.0,247.5,Online
Foot Locker,1185732,2021-11-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,51.0,59,3009.0,150.45,Online
Foot Locker,1185732,2021-11-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,51.0,44,2244.0,118.93200000000002,Online
Foot Locker,1185732,2021-12-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,64.0,60,3840.0,184.32,Online
Foot Locker,1185732,2021-12-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64.0,98,6272.0,263.424,Online
Foot Locker,1185732,2021-12-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60.0,158,9480.0,625.6800000000001,Online
Foot Locker,1185732,2021-12-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54.0,75,4050.0,190.35,Online
Foot Locker,1185732,2021-12-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,54.0,61,3294.0,181.17,Online
Foot Locker,1185732,2021-12-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,53.0,58,3074.0,165.996,Online
Foot Locker,1185732,2021-12-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,61.0,46,2806.0,129.076,Online
Foot Locker,1185732,2021-12-08,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64.0,95,6080.0,261.44,Online
Foot Locker,1185732,2021-12-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,62.0,143,8866.0,531.9599999999999,Online
Foot Locker,1185732,2021-12-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,48.0,80,3840.0,153.6,Online
Foot Locker,1185732,2021-12-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41.0,50,2050.0,92.24999999999999,Online
Foot Locker,1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,41.0,53,2173.0,102.131,Online
Foot Locker,1185732,2021-12-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,50.0,36,1800.0,80.99999999999999,Online
Foot Locker,1185732,2021-12-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,55.0,61,3355.0,134.2,Online
Foot Locker,1185732,2021-12-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,55.0,104,5720.0,354.64,Online
Foot Locker,1185732,2021-12-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47.0,63,2961.0,124.362,Online
Foot Locker,1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,48.0,34,1632.0,73.44,Online
Foot Locker,1185732,2021-12-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,48.0,29,1392.0,62.64,Online
Foot Locker,1185732,2021-12-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,56.0,27,1512.0,65.01599999999999,Online
Foot Locker,1185732,2021-12-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,60.0,63,3780.0,147.42000000000002,Online
Foot Locker,1185732,2021-12-21,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,66.0,113,7458.0,484.77,Online
Foot Locker,1185732,2021-12-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55.0,60,3300.0,155.1,Online
Foot Locker,1185732,2021-12-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.0,55,3025.0,160.325,Online
Foot Locker,1185732,2021-12-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,56.0,44,2464.0,125.66400000000002,Online
Foot Locker,1185732,2021-12-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,64.0,42,2688.0,129.024,Online
Foot Locker,1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,71.0,65,4615.0,203.06,Online
Foot Locker,1185732,2021-12-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,67.0,124,8308.0,573.2520000000001,Online
Foot Locker,1185732,2021-12-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55.0,69,3795.0,170.77499999999998,Online
Foot Locker,1185732,2021-12-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.0,65,3575.0,189.475,Online
Foot Locker,1185732,2021-12-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,57.0,53,3021.0,160.113,Online
Foot Locker,1185732,2021-12-31,Northeast,Pennsylvania,Philadelphia,Men's Apparel,63.0,47,2961.0,136.206,Online
Foot Locker,1185732,2020-01-01,Northeast,Pennsylvania,Philadelphia,Women's Apparel,68.0,83,5644.0,242.692,Online
West Gear,1128299,2020-01-02,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,32.0,122,3904.0,199.10399999999998,Online
West Gear,1128299,2020-01-03,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44.0,117,5148.0,190.476,Online
West Gear,1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41.0,117,4797.0,259.038,Online
West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.0,87,3741.0,187.05,Online
West Gear,1128299,2020-01-06,West,Nevada,Las Vegas,Men's Apparel,47.0,70,3290.0,213.85,Online
West Gear,1128299,2020-01-07,West,Nevada,Las Vegas,Women's Apparel,41.0,128,5248.0,157.44000000000003,Online
West Gear,1128299,2020-01-08,West,Nevada,Las Vegas,Men's Street Footwear,34.0,158,5372.0,268.6,Online
West Gear,1128299,2020-01-09,West,Nevada,Las Vegas,Men's Athletic Footwear,43.0,128,5504.0,220.16,Online
West Gear,1128299,2020-01-10,West,Nevada,Las Vegas,Women's Street Footwear,41.0,119,4879.0,258.58700000000005,Online
West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Women's Athletic Footwear,44.0,74,3256.0,149.776,Online
West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Men's Apparel,46.0,52,2392.0,167.44,Online
West Gear,1128299,2020-01-13,West,Nevada,Las Vegas,Women's Apparel,41.0,116,4756.0,161.704,Online
West Gear,1128299,2020-01-14,West,Nevada,Las Vegas,Men's Street Footwear,43.0,160,6880.0,378.40000000000003,Online
West Gear,1128299,2020-01-15,West,Nevada,Las Vegas,Men's Athletic Footwear,50.0,120,6000.0,240.0,Online
West Gear,1128299,2020-01-16,West,Nevada,Las Vegas,Women's Street Footwear,52.0,104,5408.0,286.624,Online
West Gear,1128299,2020-01-17,West,Nevada,Las Vegas,Women's Athletic Footwear,50.0,84,4200.0,197.4,Online
West Gear,1128299,2020-01-18,West,Nevada,Las Vegas,Men's Apparel,55.0,47,2585.0,180.95000000000002,Online
West Gear,1128299,2020-01-19,West,Nevada,Las Vegas,Women's Apparel,54.0,94,5076.0,172.584,Online
West Gear,1128299,2020-01-20,West,Nevada,Las Vegas,Men's Street Footwear,58.0,143,8294.0,422.994,Online
West Gear,1128299,2020-01-21,West,Nevada,Las Vegas,Men's Athletic Footwear,62.0,102,6324.0,240.31199999999998,Online
West Gear,1128299,2020-01-22,West,Nevada,Las Vegas,Women's Street Footwear,61.0,120,7320.0,387.96000000000004,Online
West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Women's Athletic Footwear,59.0,75,4425.0,203.54999999999998,Online
West Gear,1128299,2020-01-24,West,Nevada,Las Vegas,Men's Apparel,63.0,52,3276.0,216.21600000000004,Online
West Gear,1128299,2020-01-25,West,Nevada,Las Vegas,Women's Apparel,78.0,95,7410.0,251.94,Online
West Gear,1128299,2020-01-26,West,Nevada,Las Vegas,Men's Street Footwear,58.0,149,8642.0,501.23600000000005,Online
West Gear,1128299,2020-01-27,West,Nevada,Las Vegas,Men's Athletic Footwear,60.0,104,6240.0,268.32,Online
West Gear,1128299,2020-01-28,West,Nevada,Las Vegas,Women's Street Footwear,63.0,116,7308.0,416.55600000000004,Online
West Gear,1128299,2020-01-29,West,Nevada,Las Vegas,Women's Athletic Footwear,57.0,90,5130.0,256.5,Online
West Gear,1128299,2020-01-30,West,Nevada,Las Vegas,Men's Apparel,60.0,60,3600.0,252.00000000000006,Online
West Gear,1128299,2020-01-31,West,Nevada,Las Vegas,Women's Apparel,78.0,131,10218.0,357.63,Online
West Gear,1128299,2020-02-01,West,Nevada,Las Vegas,Men's Street Footwear,56.0,189,10584.0,603.2880000000001,Online
West Gear,1128299,2020-02-02,West,Nevada,Las Vegas,Men's Athletic Footwear,62.0,165,10230.0,419.43,Online
West Gear,1128299,2020-02-03,West,Nevada,Las Vegas,Women's Street Footwear,62.0,165,10230.0,603.57,Online
West Gear,1128299,2020-02-04,West,Nevada,Las Vegas,Women's Athletic Footwear,58.0,111,6438.0,328.338,Online
West Gear,1128299,2020-02-05,West,Nevada,Las Vegas,Men's Apparel,59.0,81,4779.0,353.6460000000001,Online
